0	8	40	50	90	100	110	111	245	246	300	500	505	600	610	650	700	710	711
04859cam a2200445Ii 4500	140910t20142014txua\\\\\\\\\\001\0\eng\d	UKMGBengrdaUKMGBOCLCOIADDEBSZYDXCPOCLCQTXIBTCTABDXEDKOCLCFDACVMILMRGZMFOLLTCOH	QA76.5.F697 2014		"Swaine, Michael,1945-author."			"Fire in the valley :the birth and death of the personal computer /Michael Swaine, Paul Freiberger ; foreword by John Markoff, The New York Times ; edited by Brian P. Hogan."	Birth and death of the personal computer;Birth & death of the personal computer	"xxvii, 386 pages :illustrations ;24 cm."	"Previous edition: New York: McGraw-Hill, 2000.;Includes index."	Your own computer -- Tinder for the fire. Steam ; The breakthrough ; Critical mass ; Breakout ; Hackers -- The voyage to Altair. Uncle Sol's boys ; Going for broke ; All hell breaks loose ; Putting it together ; The competition ; The fall -- The miracle makers. After Altair ; Amateurs and professionals ; Building one and building two ; Miracles and mistakes ; est and entrepreneur's disease ; Death and rebirth -- Homebrew. Power to the people ; The Homebrew Computer Club ; Wildfire in Silicon Valley ; Nostalgia for the future ; Sixers and seventy-sixers ; Home rule ; Homebrew legacy -- The genie in the box. The Altair's first recital ; Pleasure before business ; The first operating system ; Getting down to BASIC ; The other BASIC ;  Electric pencil ; The rise of general software companies ; The bottom line ; Software empires -- Retailing the revolution. Spreading the word : the magazines ; Word of mouth : the clubs and shows ; Hand-holding : the first retailers ; The big players -- Apple. Jobs and Woz ; Starting Apple ; Magic times ; Trouble in paradise ; Shooting for the moon -- The gate comes down. The luggable computer ; The HP way and the Xerox worm ; IBM -- The PC industry. Losing their religion ; Clones ; Consolidation ; Commoditization ; Cyberspace ; Apple without Jobs -- The post-PC era. The big turnaround ; Getting really personal ; Into the cloud ; Leaving the stage ; Looking back.			Microcomputers--United States--History.	"Freiberger, Paul,1953-author.;Hogan, Brian P.,editor."		
03161cam a2200421 i 4500	151211t20162016onca\\\\\b\\\\001\0\eng\\	NLCengrdaNLCBTCTAYDXCPBDXOCLCFNBUCDXNKMPITZCULTSCACHVBKOCLCO	PR448.P5M56 2016					"Mind, body, motion, matter :eighteenth-century British and French literary perspectives /edited by Mary Helen McMurran and Alison Conway."		"vi, 293 pages :illustrations ;24 cm."		"Hogarth's practical aesthetics / Ruth Mack -- Presence of mind : an ecology of perception in eighteenth-century England / Jonathan Kramnick -- Reading Locke after Shaftesbury : feeling our way towards a postsecular genealogy of religious tolerance / David Alvarez -- Rethinking superstition : Pagan ritual in Lafitau's Moeurs des sauvages / Mary Helen McMurran -- Defoe on spiritual communication, action at a distance, and the mind in motion / Sara Landreth -- The persistence of Clarissa / Sarah Ellenzweig -- The early-modern embodied mind and the entomological imaginary / Kate E. Tunstall -- Diderot's Brain / Joanna Stalnaker -- Conclusion: Can aesthestics overcome instrumental reason? The need for judgement in Mandeville's Fable of the bees / Vivasvan Soni."			English literature--18th century--History and criticism.;French literature--18th century--History and criticism.;Philosophy in literature.;Materialism in literature.;Vitalism in literature.;Aesthetics in literature.	"Conway, Alison Margaret,editor.;McMurran, Mary Helen,1962-author,editor.;Mack, Ruth,1974-Hogarth's practical aesthetics."		
03321cam a2200409 a 4500	101109s2010\\\\ne\ab\\\\b\\\\110\0deng\c	CGUengCGUIXAWAUCDXYDXCPFXGOSUUKMGBOCLCFOCLOCLCQ	NA1375.M66 2010					"Monuments, patrons, contexts :papers on Ottoman Europe presented to Machiel Kiel /edited by Maximilian Hartmuth and AysÌʹe Dilsiz."		"207 pages :illustrations, maps ;27 cm."	"""Proceedings of a symposium held on June 27, 2008, at the Netherlands Institute in Turkey on the occasion of Machiel Kiel's departure after a five-year sojourn in Istanbul""--Preface."	"Introduction : the man and his method /Maximilian Hartmuth --1.The early Ottoman Balkans revisited.An unkown fourteenth century sultanic mosque in the Macedonian city of Drama : the Y♯łldr♯łm BaÌ²yeziÌ²d CaÌ²miÊơ /Heath W. Lowry ;Legend and historicity : the Binbir Oklu Ahmed Baba Tekkesi and its founder /Mariya Kiprovska ;In search of vanished Ottoman monuments in the Balkans : MinnetogÌ⁶lu Mehmed Beg's complex in KonusÌʹ Hisar♯ł /Grigor Boykov --2.Voices and processes in periods of change.Towards a historical topography of the Ottoman and post-Ottoman Rhodopes : monuments, epigraphy, and a local stonecutter's notepad /Aziz Nazmi Shakir-Tash ;An Edirne scholar on Ottoman architecture and politics : the pilgrimage account of Abdurrahman Hibri /Suraiya Faroqhi ;The ""vakf"" of Moral♯ł BesÌʹir AgÌ⁶a in Argos /Hedda Reindl-Kiel ;Preliminary results from the survey of RumelikavagÌ⁶i Fort /Kemal K. EyuÌ⁸pgiller ;Ottoman construction materials and terminological change : remarks pertaining to bricks and roof tiles as apparent in the sources /IÌ⁷lknur AktugÌ⁶ Kolay --3.The Ottoman architectural heritage in the modern Balkans.The Ottoman architectural patrimony of Bulgaria revisited : infrastructure, intentionality, and the genesis and survival of monuments /Stephen Lewis ;Insufficiently oriental? An early episode in the study and preservation of the Ottoman architectural heritage in the Balkans /Maximilian Hartmuth ;Recovering the remnants of the Alaca Cami in FocÌ⁺a /Zeynep Ahunbay."			"Architecture, Ottoman--Balkan Peninsula--Congresses."	"Hartmuth, Maximilian.;Dilsiz, AysÌʹe.;Kiel, Machiel."		
01247cam a2200349Ii 4500	150415s2016\\\\nyu\\\\\\b\\\\001\0\eng\d	YDXCPengrdaYDXCPBTCTABDXOCLCQYDXOCLCOCUVOCLCFOCLCOOCLOCLCOCDX	QA76.9.A25S245 2016		"Sagers, Glen,author."			"Information technology security fundamentals /Glen Sagers, Illinois State University, Bryan Hosack, Equity Trust."		"xiv, 157 pages ;23 cm."					Computer security.;Data protection.;Information technology--Security measures.;Computer networks--Security measures.	"Hosack, Bryan,author."		
02485cam a2200469Ii 4500	140322t20142014enka\\\\\bc\\\000\0deng\d	YNKengrdaYNKCDXERASAYDXCPBTCTABDXMZAUABGZNOCLCFZCUCIAOCLCODLCUV0JPGOCLCQGBVCPOCLCNGULOCLCO	N6549.M334A4x 2014		"MacLeod, Myfanwy,artist."			"Myfanwy MacLeod, or, There and back again /curated by Grant Arnold and Cassandra Getty ; texts by Grant Arnold, JoseÌ¹e Drouin-Brisbois, Cassandra Getty, Joseph Monteyne, the Music Appreciation Society."	Myfanwy MacLeod;There and back again	127 pages :illustrations (chiefly color) ;25 cm	"""Published in conjunction with ... an exhibition organized by Museum London and the Vancouver Art Gallery ... presented at Museum London from April 20 to September 23, 2013 and at Vancouver Art Gallery from March 8 to June 8, 2014""--Colophon."	"Machine generated contents note: Then As It Was, Then Again It Shall Be: An Introduction / Cassandra Getty -- Dear Myfanwy, Everything Seems Empty Without You / Josee Drouin-Brisebois -- In The Absence Of Presence / Joseph Monteyne -- If There's A Bustle In Your Hedgerow: An Essay On Listening To Music / The Music Appreciation Society -- Specific Objects, Profane Illumination / Grant Arnold."	"MacLeod, Myfanwy--Exhibitions.;MacLeod, Myfanwy."		"Art, Canadian--21st century--Exhibitions."	"Arnold, Grant,writer of supplementary textual content.;Getty, Cassandra,1971-writer of supplementary textual content.;Drouin-Brisebois, JoseÌ¹e,1972-author.;Monteyne, Joseph,author."	"Music Appreciation Society,author.;Museum London (London, Ont.),host institution.;Vancouver Art Gallery,host institution."	
03182cam a2200397Ii 4500	150930t20162016quc\\\\\\b\\\\001\0\eng\\	NLCengrdaNLCOCLCOOCLCFOCLCOBDXYDXCPBTCTACDXOCLCQNKMVP@OCLCOGZMCOOLTSCAOCLDEBBGOCLCO	PR428.P76B44 2016		"Beecher, Donald,author."			Adapted brains and imaginary worlds :cognitive science and the literature of the Renaissance /Donald Beecher.		"viii, 484 pages ;23 cm"					"English literature--Early modern, 1500-1700--History and criticism.;Cognition in literature.;Emotions in literature.;Memory in literature.;Self in literature.;Cognitive science."			
01632cam a2200373 i 4500	151113t20162016enka\\\\\bc\\\000\0\eng\c	ERASAengrdaERASADLCYDXCPCDXS3OOSUBDXOCLCFDEBSZ	N6973.B68A4 2016		"Serres, Karen,author."			Bruegel in black and white :three Grisailles reunited /Karen Serres ; with contributions by Dominique Allart [and four others].		60 pages :illustrations (some color) ;21 cm			"Bruegel, Pieter,--approximately 1525-1569--Exhibitions."		"Painting, Dutch--16th century--Exhibitions."	"Allart, Dominique,contributor."	"Courtauld Institute Galleries,host institution."	
02231cam a2200373Ii 4500	150722t20152015enka\\\\\b\\\\001\0deng\d	NLEengrdaNLEOCLCOYDXCPBTCTABDXCDXCUDOCLCFUABS3OOUNVLBOCLCQDEBBGOCL	PN1998.3.K54F79 2015		"Frykholm, Joel,1977-author."			George Kleine and American cinema :the movie business and film culture in the silent era /Joel Frykholm.		"viii, 248 pages :illustrations ;24 cm."			"Kleine, George."		Motion picture producers and directors--United States.;Motion picture industry--United States--History--20th century.			
01345cam a2200373Ii 4500	160211t20151993ne\ab\\\\b\\\\001\0\fre\d	AUXAMengrdaAUXAMYDXCPCDXOCLCQCDXOCLCF	BL813.E64F75 2015		"Friesen, Steven J.,author."			"Twice Neokoros :Ephesus, Asia, and the cult of the Flavian imperial family /by Steven J. Friesen."		"xvi, 237 pages :illustrations, maps ;25 cm"	"""This paperback was originally published in hardback as Volume 116 in the series Religions in the Graeco-Roman World.""--Title page verso."		Flavian family.		Emperor worship--Rome.			
01898cam a22004337i 4500	151014t20162016miu\\\\\\b\\\s000\p\eng\d	GMUengrdaGMUDLCYDXCPAUMZCUOCLCFCUVRRRTJCBTCTABDXUABOCLCQ	PJ5042.K59 2016		"Kleiman, Anne,1909-2011,author."			Women's Hebrew poetry on American shores :poems /by Anne Kleiman and Annabelle Farmelant ; translated by Adriana X. Jacobs and Yosefa Raz ; edited by Shachar Pinsker.		"x, 223 pages ;23 cm"					Hebrew poetry.;American literature--Jewish authors.	"FarmilantÌĐ, HÌĐanah,author.;Pinsker, Shachar,editor.;Jacobs, Adriana Ximena,1976-translator.;Raz, Yosefa,1975-translator."		
02260cam a2200421Ii 4500	160302t20162016enka\\\\\b\\\\001\0\eng\d	EAUengrdaEAUOQXBTCTABDXYDXCPNLEOCLCFUABDGUGBVCPOCLVP@DCK	JA75.8.D625 2016;GE170.D62 2016;GE195		"Dobson, Andrew,author."			Environmental politics :a very short introduction /Andrew Dobson.		133 pages :illustrations ;18 cm.		"Origins -- Ideas -- Movements, parties, policies -- Local and global, North and South -- Environmental futures."			Political ecology.;Green movement.;Environmentalism.;Environmental policy.			
01323cam a2200349Ia 4500	150922t20152015stk\\\\\\b\\\\001\0\eng\d	YDXCPengYDXCPBDXCDXOCLCOCOOOCLCFOCLCOGZMOCLCOLTSCAOCLBTCTA	PR9489.5.N5 2015		"NiÌ¹ FhlathuÌ¹in, MaÌ¹ire,author."			British India and Victorian literary culture /MaÌ¹ire NiÌ¹ FhlathuÌ¹in.		"vii, 214 pages ;24 cm."					Anglo-Indian literature--19th century--History and criticism.;British--India--History--19th century.;Colonists--India--History--19th century.;Colonists in literature.			
01307cam a2200361 i 4500	131230s2014\\\\nyu\\\\\\b\\\\001\0\eng\\	DLCengrdaDLCOCLCFIG#OCLCQ	B1334.K35 2014		"Kail, P. J. E.(Peter J. E.)"			Berkeley's A treatise concerning the principles of human knowledge :an introduction /P J E Kail.		"x, 159 pages ;22 cm."			"Berkeley, George,--1685-1753.--Treatise concerning the principles of human knowledge."		"Knowledge, Theory of.;Idealism."			
05899cam a2200433 i 4500	150803s2016\\\\enkabc\\\b\\\\001\0\eng\\	NLMengrdaNLMBTCTABDXYDXCPI3UCGUOCLCFOXFOCLCODLCOCLCO	RC569.S9315 2016					Suicide :an unnecessary death /edited by Danuta Wasserman ; [forewords by Norman L. Farberow and Shekhar Saxena].		"xxxv, 411 pages :illustrations, maps, portraits ;24 cm"		"Section I Epidemiology -- Suicide in the world, Alexandra Fleischmann -- Section II Theoretical models of suicide behaviour -- Stress-vulnerability model of suicidal behaviours / Danuta Wasserman and Marcus Sokolowski -- The suicidal process / Danuta Wasserman -- Neurobiology of suicide and attempted suicide / J. John Mann and Victoria Arango -- Social dimensions of suicide / Ilkka Henrik Makinen -- Section III Risk groups for suicide -- IIIA Psychiatric disorders -- Depression, bipolar disorders and suicide / Danuta Wasserman -- Alcohol, other psychoactive substance use disorders and suicide / Danuta Wasserman -- Anxiety and suicide / Jan Fawcett -- Eating disorders and suicide / Danuta Wasserman -- Adjustment disorders and suicide / Danuta Wasserman -- Suicide risk in schizophrenia / Alec Roy and Maurizio Pompili -- IIIB Personality disorders -- Personality disorders and suicide / Danuta Wasserman -- IIIC Somatic disorders -- Physical illnesses and suicide / Jouko Lonnqvist -- Section IV Risk situations for suicide -- Negative life events and suicide / Danuta Wasserman -- Suicidal people's experiences of trauma and negative life events / Danuta Wasserman -- Attempted suicide as a risk factor for suicide / Lars Mehlum -- Immigrant populations and suicide / Ahmed Hankir and Dinesh Bhugra -- Suicide in the Criminal Justice System / Marco Sarchiapone -- Suicide in the Armed Forces / Vsevolod A. Rozanov -- Section V Age-related suicide -- Adolescent suicide and attempted suicide / Alan Apter and Yari Gvion -- Older adults and suicide / Siobhan T. O'Dwyer and Diego De Leo -- Section VI Suicide Risk Assessment -- Suicide risk assessment / Danuta Wasserman -- The suicidal patient-doctor relationship / Danuta Wasserman -- Heuristics and biases in suicide risk assessment / Gergo Hadlackzy -- Psychometric scales in suicide risk assessment / Per Bech, Lis R. Olsen, and Goran Hogberg -- Strategies in suicide prevention / Danuta Wasserman -- Section VII Suicide prevention -- VIIA Health care perspective -- Pharmacological treatment of underlying psychiatric disorders in suicidal patients / Hans-Jurgen Moller -- Psychological Treatments for Suicidal Individuals / Megan Chesin, Andriy Yuryev, and Barbara Stanley -- Education of general practitioners in depression and suicide prevention / Wolfgang Rutz and Zoltan Rihmer -- Collaboration between psychiatrists and other physicians / Jean-Pierre Soubrier -- The work environment for healthcare staff / Danuta Wasserman -- A psycho-educational perspective on family involvement in suicide prevention and postvention / Karl Andriessen and Karolina Krysinska -- VIIB Public Health Perspective -- Perestroika in the former USSR: history's most effective suicide-preventive programme for men / Danuta Wasserman and Airi Varnik -- Controlling the environment to prevent suicide / Annette L. Beautrais -- Suicide prevention through the Internet / Vladimir Carli -- Suicide prevention in schools / Danuta Wasserman and Veronique Narboni."			Suicide.;Suicide--Risk factors.;Suicide--Prevention.;Suicidal behavior--Treatment.;Suicide--psychology;Suicide--prevention & control	"Wasserman, Danuta,editor."		
01352cam a2200301Ii 4500	151003t20152015oru\\\\\\\\\\\001\0\eng\d	BTCTAengrdaBTCTAYDXCPOCLCOOCLCFOCLCOEXNOCLCOWAUCUT		ML3800.N54 2015	"Nielsen, Cynthia R.,author."			"Interstitial soundings :philosophical reflections on improvisation, practice, and self-making /Cynthia R. Nielsen."		"xi, 109 pages ;22 cm"		"Music as ongoing creative activity : a dialogue with Benson and Begbie -- Strategic Afro-modernism, dynamic hybridity, and Bebop's sociopolitical significance -- Foucault's polyphonic genealogies and rethinking Episteme change via musical metaphors -- On improvisation, self-making and practice : Foucauldian and MacIntyrean resonances."			Music--20th century--Philosophy.;Jazz--Philosophy and aesthetics.;Improvisation (Music)			
03758cam a2200457 i 4500	150922s2016\\\\enkad\\\\bd\\\000\0\eng\\	DLCengrdaDLCAU@EQOCDXOCLCFNHMYDXHF9MWM	QA76.15.D526 2016					"A dictionary of computer science /editors for this edition, Andrew Butterfield, BA, BAI, PhD, Gerard Ekembe Ngondi, BEng, MSc ; editors for previous editions, John Daintith, BSc, PhD, Edmund Wright, MA, PhD ; market house books editors, Jonathan Law, Anne Stibbs Kerr ; contributors, P.P. Aslin, BSc, MEng, AMIEE [and 52 others]."		"627 pages, 5 unnumbered pages :illustrations, charts ;20 cm"	Revised edition of A dictionary of computing published in 1983.	A Dictionary of Computing -- Computer Graphics (Feature) -- The Anatomy of an Internet Address (Feature) -- Object-oriented Programming (Feature) -- Quantum Computing (Feature) -- SQL (Feature) -- XML (Feature) -- Appendices -- Generic Domain Names -- Country-Code Domain Names -- File Extensions -- Character Set -- Greek Alphabet -- Chronology.			Electronic data processing--Dictionaries.;Computers--Dictionaries.;Computer science--Dictionaries.	"Butterfield, A.(Andrew),editor.;Ngondi, Gerard Ekembe,editor."		
01972cam a22004217i 4500	150514t20162016nyuaf\\\\b\\\\001\0\eng\d	BTCTAengrdaBTCTADLCBDXERASAYDXCPQCLYAMCBYEUWOCLCFVP@OCLNLECHVBKYDXOCLCOOCLCADGUOCLCO	QL73.G7G75 2016		"Grigson, Caroline,1935-author."			"Menagerie :the history of exotic animals in England, 1100-1837 /Caroline Grigson."		"xvi, 349 pages, 8 unnumbered pages of plates :illustrations (some color) ;24 cm"		"Foreword / by Juliet Clutton-Brock -- The Normans to the Tudors -- The Stuarts, 1603-1688 -- William and Mary to George II, 1688-c.1760 -- George III, c.1760-1811 -- George IV as Regent and King, c.1811-1830 -- William IV, c.1830-1837 -- Conclusions."			Menageries--England--History.;Exotic animals--England--History.;Captive wild animals--England--History.;Wild animal collecting--England--History.			
03287cam a2200409 a 4500	101026s2011\\\\caua\\\\\b\\\\000\0\eng\c	BTCTAengBTCTAYDXCPERASAMYGVP@UKMGBCDXMIXCIANLEOSUBDXSTFTULIBOCLCFNYWWBOCLCQDLCSHSOCLCQOCL	NA209.5.U813 2011					"Utopie :texts and projects, 1967-1978 /edited by Craig Buckley and Jean-Louis Violeau ; translated by Jean-Marie Clarke."		323 pages :illustrations (some color) ;24 cm.		"Introduction: The echo of utopia / Craig Buckley -- Outlines of urbanism as a critical system of thought / ReneÌ¹ Lourau -- Haussmann's nightmare / Unsigned -- Art? ...! / Antoine Stinco -- Notes on Marxism and aesthetics / ReneÌ¹ Lourau -- Dialectical utopia / Unsigned -- Repression / Hubert Tonka & ReneÌ¹ Lourau -- Becoming outdated / Jean Aubert -- The ephemeral / Jean Baudrillard -- Paper cities / Jean-Paul Jungmann -- Who will look beyond the strict limits of the page / Isabelle Auricoste -- The logic of urbanism / Utopie -- Architecture as a theoretical problem / Utopie (Tonka, Jungmann, Aubert) -- On the participation of the whores nature and culture / Isabelle Auricoste & Charles Goldblum -- Critique of urban ideology / Hubert Tonka -- From urban science to urban strategy / Henri Lefebvre -- Technics as social practice / Jean Baudrillard -- The technical production of the imaginary / Isabelle Auricoste -- Excerpts from The ideology of technology and ideological practice / Charles Goldblum, Jean-Paul Jungmann & Antoine Stinco -- Utopia is not written in the future tense ; The money of urbanism / Utopie -- The mystique of environment / Unsigned -- Requiem for the media / Jean Baudrillard -- Codicil / Unsigned -- The mirror of production / Jean Baudrillard -- There's no more government ; Revolutionary exoticism ; Satellites and ideograms ; War scenario / Unsigned -- We are all stuffed, like animals / GeÌ¹rard Hubert -- Afterword: Utopie : at the beginnning and beyond the end / Jean-Louis Violeau."			Visionary architecture--France--History--20th century.;Architects--France--History--20th century.;Sociologists--France--History--20th century.;Protest movements--France--History--20th century.	"Buckley, Craig.;Violeau, Jean-Louis."		
03175cam a2200361Ii 4500	150701t20162016enkah\\\\b\\\\001\0\eng\d	YDXCPengrdaYDXCPBTCTAOCLCQBDXOCLCOERASAVGMOCLCFOCLCOPITOCLCAZCUOCLCQQCLCOOUKDBKOCLOCLCODEBBGOCLCOCHVBKOCLCO	PR1203.A93 2016					The Auchinleck manuscript :new perspectives /edited by Susanna Fein.		"xi, 253 pages :illustrations, facsimiles ;25 cm"	"""A York Medieval Press publication in association with The Boydell Press, an imprint of Boydell & Brewer Ltd. ... and with the Centre for Medieval Studies, University of York""--Title page verso."	"The Auchinleck Manuscript forty years on /Derek Pearsall --Codicology and translation in the early sections of the Auchinleck Manuscript /A.S.G. Edwards --The Auchinleck Adam and Eve: an exemplary family story /Cathy Hume --A failure to communicate: multilingualism in the prologue to Of Arthour and of Merlin /Patrick Butler --Scribe 3's literary project: pedagogies of reading in Auchinleck's Booklet 3 /Emily Runde --Absent presence: Auchinleck and Kyng Alisaunder /Venetia Bridges --Sir Tristrem, a few fragments and the northern identity of the Auchinleck Manuscript /Ann Higgins --The invention of King Richard /Marisa Libbon --Auchinleck and Chaucer /Helen Phillips --Endings in the Auchinleck Manuscript /Siobhain Bly Calkin --Paraphs, piecework and presentation: the production methods of Auchinleck Revisited /Timothy A. Shonk --Scribal corrections in the Auchinleck Manuscript /Miceal F. Vaughan --Auchinleck 'Scribe 6' and some corollary Issues /Ralph Hanna."			"English poetry--Middle English, 1100-1500--History and criticism.;Manuscripts, English (Middle)--Scotland--Edinburgh--History.;Manuscripts, Medieval--Scotland--Edinburgh--History."	"Fein, Susanna,1950-editor."		
01237cam a2200361 a 4500	860910s1983\\\\gw\bj\\\\b\\\\001\0\ger\c	HLSengHLSDLCOCLNLGGCGBVCPOCLCFOCLCQOCLCOOCLCQOCLCAOCLCQ	DF261.S8C63 1983		"Clauss, Manfred,1945-"			Sparta :eine EinfuÌ⁸hrung in seine Geschichte und Zivilisation /Manfred Clauss.		"248 pages :map, genealogical tables ;23 cm."								
04724cam a22004097i 4500	160226t20152015ua\ab\\\\b\\\\001\0\eng\d	BTCTAengrdaBTCTADLCYDXCPBDXERASANLEOCLCFUW1NOCUABS3O	HV640.5.P36G73 2015		"Gren, Nina,1972-author."			Occupied lives :maintaining integrity in a Palestinian refugee camp in the West Bank /Nina Gren.		"xxiii, 225 pages :illustrations, maps ;24 cm"		"Introduction. Focus and purpose ; Being camp refugees under violent occupation ; Integrity and constrained agency ; Why a focus on everyday life? ; 'Normality' in a violent and prolonged refugee situation ; Social continuity : new homes and reestablished family lines ; A moral crisis on repeat ; Doing fieldwork in Dheisheh ; Overview of chapters -- Dheisheh as a social and political space. The order of things in Dheisheh ; The Bethlehem area ; The dynamica of lingering villages ; Earlier political affiliations and activism in Dheisheh ; Political disengagement at the time of fieldwork ; Concluding remarks -- Living with violence and insecurity. Experiencing ongoing crisis ; The presence of extraordinary deaths ; Extending the limits of normality ; Remaining patient and hopeful ; Negotiating trust ; Concluding remarks -- The making of new homes. To build a house is to make a life ; Imprisonment delaying life ; Children as normality, resistance, and recovery ; Reframing home to a political stage ; Getting by together ; Concluding remarks -- Reconstituting a moral order. A chain of catastrophic events ; The camp as a moral community ; Palextinian moral superiority and the immoral others ; Moral contamination ; A shaken political morality ; Concluding remarks -- Conclusion. Maintaing integrity in the face of violation ; Struggling against temporariness ; Having a life or being a true patriot? ; How may one remain a political subject? ; Existence and politics."		Duhayshah (Refugee camp)	"Refugees, Palestinian Arab--West Bank--Social conditions.;Refugee camps--West Bank.;Al-Aqsa Intifada, 2000-"			
01214cam a2200313Ka 4500	140716s2014\\\\cauab\\\\b\\\\001\0\eng\d	CDTengCDTOCLCFOCLCQ	F868.A16F57 2014		"Fisher, Jack C.,1937-"			Stopping the road :the campaign against another Trans-Sierra highway /Jack C. Fisher.		"212 pages :illustrations, maps ;23 cm"					Roads--Sierra Nevada (Calif. and Nev.)--History.;Community organization--California.			
